topics,Cluster,Top_Words,Metadata,2013-03-01,2013-03-02,2013-03-03,2013-03-04,2013-03-05,2013-03-06,2013-03-07,2013-03-08,2013-03-09,2013-03-10,2013-03-11,2013-03-12,2013-03-13,2013-03-14,2013-03-15,2013-03-16,2013-03-17,2013-03-18,2013-03-19,2013-03-20,2013-03-21,2013-03-22,2013-03-23,2013-03-24,2013-03-25,2013-03-26,2013-03-27,2013-03-28,2013-03-29,2013-03-30,2013-03-31,2013-04-01,2013-04-02,2013-04-03,2013-04-04,2013-04-05,2013-04-06,2013-04-07,2013-04-08,2013-04-09,2013-04-10,2013-04-11,2013-04-12,2013-04-13,2013-04-14,2013-04-15,2013-04-16,2013-04-17,2013-04-18,2013-04-19,2013-04-20,2013-04-21,2013-04-22,2013-04-23,2013-04-24,2013-04-25,2013-04-26,2013-04-27,2013-04-28,2013-04-29,2013-04-30
X28,7,mark reuters thomsonreuters meadows messaging net gleeson african cape group africa town south march editing won nations cup world ,,NA,0.0049901326,0.0023341336,0.000183902,3.84891065568264E-005,1.47878800430692E-005,0.0017739046,0.0024132397,0.0029153013,0.0032182365,1.8090905273349E-005,2.02292560489257E-005,0.0001666494,0.000116498,0.0022321425,0.0053151875,0.0022251745,0.0003760723,0.0001245518,6.74876222003522E-005,0.001240411,0.0014840243,0.0025430184,0.0021545757,0.0015691895,0.000060855,1.58850544932576E-005,0.000170363,0.0036744747,0.0043729639,1.33568726367449E-005,0.0032512638,4.7401416541354E-005,2.10640518741117E-005,5.69904057848428E-005,0.0021923678,0.0053258925,0.0022137207,0.000034742,1.50096366901401E-005,1.75080843107584E-005,0.0001655091,6.27613425184111E-005,0.0002104063,0.0002711586,6.67572049666233E-005,0.000021622,0.0005187114,0.0016691414,0.0001214817,0.0067986934,0.0019645804,0.0006140938,2.22264722917911E-005,1.31287880662002E-005,0.000365588,0.0022976373,0.0052616677,1.39021901862446E-005,0.0022667867,1.91294775605232E-005
X29,8,club fans match football league game players stadium suarez soccer team referee player ban liverpool fa reuters supporters editing ,,NA,0.0007029941,0.0001442082,0.0011454869,0.0036950215,0.000990153,0.011265332,0.0009821848,6.99282015526293E-005,0.0004567487,0.0007127894,0.0034864811,0.0025083808,0.0032337057,0.0007251403,3.53221168442647E-005,6.09351314024746E-005,0.0004909199,0.0023325834,0.0051362147,0.0027449924,0.0007959919,0.0005120865,0.0003820283,0.0012591086,0.0006635194,0.0022822088,0.0002309948,0.0009544123,3.96289405557696E-005,0.0003001059,0.000055146,0.0022394155,0.0020949226,0.0018341926,6.31883766760794E-005,0.0001035784,4.14491550903773E-005,0.0009162996,0.003983719,0.0027547461,0.0017204282,0.0005591903,0.000066828,0.0018010768,0.0023788204,0.0063027841,0.0060163126,0.0004298694,0.0008724953,0.0009990183,0.0013396432,0.0009964616,0.000510127,0.0016551707,0.0003863304,0.0008692793,3.59287001274732E-005,0.0001138606,0.0008928841,0.0007441374
X30,8,day wednesday days time editing reporting year reuters expected tuesday years back part march return hours including past open ,,NA,0.0003375121,0.0001001531,0.000413617,0.0011539317,0.0014346024,0.0003250713,0.0001410362,0.0001401259,2.94941283111503E-005,0.0005046388,0.0001796701,6.16162471663407E-005,0.0001096761,0.0002778276,1.32331686818638E-005,1.24905205861117E-005,0.0003764439,0.0005212646,4.45006965083191E-005,0.0069866586,0.0003935246,3.02716728544175E-005,0.0002532797,2.59576084393962E-005,0.0003244172,0.0001641728,0.0004850231,6.92422040580654E-005,1.4846688191713E-005,1.44616558364665E-005,0.0001238052,0.0009872281,0.0001296607,0.0001580581,0.000152984,1.97285581536416E-005,0.0001246647,0.0010175174,0.0006939646,0.0030263783,2.59372786356517E-005,0.0002717816,1.59549036197808E-005,0.0001009021,0.0001146478,0.0008674288,5.47556050470037E-005,1.64468275711869E-005,0.0002958715,6.00424493406328E-005,3.65209468324863E-005,0.0004130966,0.0002706828,0.000523166,0.000027449,0.0003927835,0.0005679638,1.50520780810236E-005,0.0008250024,0.0005543097
X31,8,side ball penalty minutes game points line half scored score goal home lead point visitors put defence break made ,,NA,0.0004235987,9.99892593389715E-005,0.0153221022,0.0018379891,0.0003191873,0.0005699012,0.0002104068,0.0002381312,3.45460663629184E-005,0.0008062898,0.0056882841,0.0021844126,0.0003185884,0.0056802397,0.0001338682,0.000115262,0.0020786367,0.0011060467,0.0022005879,0.0014865345,0.0047296658,0.0005755033,0.0002597489,0.0030259946,0.000841484,0.0005468626,0.0014496942,0.0006460557,0.0004353,3.49212478448064E-005,0.0231533676,0.0032601737,0.001220035,0.000262102,0.006164762,0.0013544266,3.74976922134623E-005,0.0011127291,0.0001288308,0.0005150774,0.0015946834,0.0017627195,0.0001139246,0.0003161253,0.0014637534,0.0009247815,0.0013767473,0.0026973535,0.0015044031,0.0003885943,3.33168578410127E-005,0.0021944335,0.000630598,0.0022909236,0.0013634652,0.0112629417,0.0002891178,5.86915973528389E-005,0.0020978266,0.0020145524
X32,8,indian nadal wells open stokes lamport tennis california djokovic federer mark paribas bnp year del event potro round monte ,,NA,0.0156175465,0.0156810499,0.0029803703,0.0016294307,0.0020717618,0.0051200036,0.0050218169,0.0136526908,0.0180902351,0.0070897978,0.0029347494,0.001946342,0.0043486929,0.0042715834,0.0162990584,0.0112330936,0.0016784331,0.0016915204,0.0018660852,0.0019357564,0.003386318,0.0062080552,0.0025679405,0.0030769664,0.0040418823,0.0043847124,0.0074564093,0.0039729899,0.0177777336,0.0219943694,0.0087077234,0.0040178049,0.0035750258,0.0076414779,0.0075427131,0.0183850005,0.0167297191,0.0041796949,0.0048901625,0.0030969165,0.0073280615,0.0116887996,0.0189415262,0.0214388169,0.0055569017,0.0042972748,0.0050692609,0.0076087439,0.00941453,0.0146254044,0.017728809,0.0085543182,0.002100249,0.0032632832,0.005128916,0.0108475496,0.0283141916,0.021089445,0.0074586408,0.0029828375
X33,8,brotherhood mursi al muslim prosecutor president opposition egypt state political kuwait islamist freedom general accused activists insulting mubarak youssef ,,NA,0.0051959378,0.0114496303,0.0085480363,0.0053406612,0.008846796,0.0074348212,0.0058506679,0.0047462048,0.0038643735,0.009605257,0.0080145814,0.006525456,0.0066802493,0.0069165543,0.0033633723,0.0048151881,0.0084189362,0.0080121219,0.0112452267,0.0075253618,0.0069151832,0.0094346069,0.0156104063,0.0077268076,0.0071118613,0.0097299625,0.0105213507,0.0069946301,0.0047773044,0.0079376395,0.0074621429,0.009384962,0.0122373871,0.0151335505,0.0120496631,0.0082932146,0.0085956065,0.0078759219,0.0087108308,0.0115563699,0.0097864551,0.007484162,0.0066184749,0.0017607708,0.0075227837,0.0109137191,0.0161055166,0.0063744884,0.0135083532,0.0076054888,0.0071744547,0.0154765001,0.0082687344,0.0101857755,0.0105521136,0.0089811399,0.0049721612,0.0085688614,0.0118352587,0.0072153599
X34,8,album music song singer rapper week top psy pop country dance chart charts video bowie record gangnam rock released ,,NA,3.92822583152841E-005,4.32228013946131E-005,0.0007502946,0.0015161182,0.0020760148,0.0045039422,0.0005115756,0.0001659872,0.0010100724,0.0023363207,0.0017663138,0.0021081805,0.0087829478,0.0006068026,3.58082831392927E-005,0.0019853832,0.0024690938,0.0030611768,0.003016351,0.0021138155,0.0021074962,0.000090442,0.0001517822,0.0005347768,0.0028279886,0.0004402243,0.0032580864,0.0003693957,0.00005722,0.0001500074,5.37437106307711E-005,0.0002164014,0.0009562865,0.0021789766,0.0026053869,0.0001746044,0.0002588203,0.0001360567,0.0009802751,0.0007669426,0.0029584522,0.0012701826,0.000059593,0.0003129501,0.0008993063,0.0001956018,0.0069450279,0.0015134596,7.79351780378124E-005,9.00008344876133E-005,0.0005222372,0.0011868479,0.0056059803,0.0025378515,0.0007748685,0.0030348125,0.0002526494,0.0003390802,0.0025076419,0.003053467
X35,8,bank tax swiss account secrecy austria evasion switzerland accounts banks data minister euros money finance banking information fekter luxembourg ,,NA,0.0006309122,0.0039837616,0.005828569,0.0035838023,0.0046485754,0.0091149594,0.002557748,0.0022948084,0.0025035371,0.0057024849,0.0040560322,0.0029166433,0.0027250592,0.0020128207,0.0017803126,0.0011850982,0.0049637557,0.0051087838,0.0053806984,0.0061231153,0.0027487417,0.0014663872,0.0021352778,0.0066229671,0.003490125,0.0057752238,0.002452893,0.0015136507,0.0009326839,0.001296511,0.0012731655,0.0018370185,0.0019144182,0.0032020526,0.0034087816,0.0010041344,0.0015940529,0.0039476818,0.0032114105,0.0020585376,0.0032464548,0.0017282809,0.0005974282,0.0021448458,0.0012048024,0.0014358168,0.0011243558,0.0031102403,0.0012698834,0.0013051372,0.0010013692,0.0024118027,0.0034618626,0.001910099,0.0033018717,0.0028905843,9.82998989791403E-005,0.0027776984,0.0025384687,0.0011545808
X36,8,obama president house white washington barack administration bush american reuters editing states reporting carney congress april republican united national ,,NA,0.0010101853,0.013445708,0.0008333872,0.0016978457,0.0029364733,0.0051774617,0.0018829958,0.0026653836,0.0065620043,0.0008808819,0.001809731,0.0007516168,0.0027863016,0.0030146315,0.0015733214,0.0061343885,0.0015071513,0.0010140792,0.0028400882,0.0030782246,0.0022724045,0.0012756226,0.0107737876,0.0038514769,0.0027956744,0.0018756205,0.0004354987,0.000798489,0.000047563,0.0142198275,0.0013066569,0.0022391968,0.0024840443,0.0018102322,0.0025780917,0.0006902624,0.0040273139,0.0001039654,0.0005606873,0.0003568522,0.0031399877,0.0020694205,0.0005358023,0.0028481185,0.0018223722,0.0006009241,0.0021157724,0.0058239156,0.0022047302,0.0003321588,0.0024952084,0.0013300833,0.0022400317,0.0032554077,0.0019154615,0.0020692557,0.0003561917,0.0030125076,0.0032300463,0.0014236995
X37,9,renault ferrari germany mercedes britain france caterham marussia india force sauber rosso toro mclaren williams lotus nico australia finland ,,NA,0.000280921,0.0001582423,0.0008555636,0.000854376,0.0011846597,0.0023793922,0.0008178864,0.0002604713,0.000457311,0.0001585379,0.0003127633,0.0008771982,0.0021990889,0.0004305766,0.0004548359,0.0013370683,0.0007425529,0.0006146633,0.0063017365,0.0001602663,0.0001119607,0.0016268078,0.0011442665,0.0017074662,0.0016060633,0.0003151206,0.002121293,0.0004813139,0.0002760616,0.000032204,0.0001710229,0.0010265538,0.0002931529,0.002584292,0.0046819902,4.3932677633564E-005,0.00003458,0.0002515251,3.61889301756754E-005,0.0004762527,0.003388076,0.0006719247,0.0026642008,5.35184320793971E-005,0.003325456,0.0040949072,0.000585457,0.0006765622,0.0001099304,6.77888490227027E-005,0.0004244461,0.004164239,0.0012496042,9.68886587554327E-005,0.0001913344,0.0021919046,0.0009331873,3.35188252937168E-005,0.0026759188,0.0130416295
X38,9,mali french france islamist qaeda al northern troops african killed rebels force north malian paris zeid abou forces belmokhtar ,,NA,0.0067917878,0.0051030774,0.0039359551,0.001733948,1.49053142777568E-005,1.60660858624659E-005,0.0039083666,0.0047598025,0.0069852856,0.0021315688,0.0021562791,1.59295416634436E-005,0.000060749,0.0057442404,0.0095241967,0.0136664805,1.56448133450748E-005,0.00011203,3.17818238210469E-005,0.0001643717,0.000017633,0.0001703149,7.51802580577751E-005,6.90510810428712E-005,0.0018725355,7.29082172349887E-005,1.73760735039029E-005,0.0075917049,0.0069713162,6.78221385720023E-005,0.017098354,0.0053468874,4.65926804899811E-005,1.15486113996625E-005,0.0065727785,0.0082961041,0.0182332611,0.0023305477,1.51288319495357E-005,1.76471203643302E-005,1.27532178740732E-005,0.0020978716,0.0051877686,0.008003507,0.0004288573,0.001860848,1.70790500108739E-005,0.0001921713,0.0051969358,0.0095559204,0.0116478838,0.0021545494,0.0018368062,0.0021516332,1.52758854959458E-005,0.0067254404,0.0087603984,0.0170657385,0.0028109746,2.83908303525982E-005
X39,9,stade olympique st fc marseille etienne lyon rennes lille evian montpellier paris gaillard thonon toulouse bastia hsc germain ligue ,,NA,0.0005546868,0.0002915273,8.97977799417619E-005,0.0002680188,2.17528689261961E-005,0.0001879986,3.36571217177669E-005,0.0001759904,4.2094908900969E-005,0.0058928122,0.0022399284,0.0024899958,0.0021109226,0.0005301856,1.79788221129326E-005,0.0045229603,0.0016921972,0.0100102539,0.0082506918,0.0018655749,0.0026564924,2.43070837594268E-005,0.0001496706,0.0004280865,0.0066146115,0.0006620934,6.04945472469177E-005,9.51315179322402E-005,0.000020171,1.96478669616463E-005,6.02460725907485E-005,0.0011807822,0.0027070881,0.004880097,0.0010544549,2.68035756300064E-005,8.58244552971967E-005,0.0022365646,4.2406738902795E-005,2.5754270527723E-005,0.0001873135,7.62643739709137E-005,0.000097953,1.88003934296805E-005,0.000162247,0.0050553274,0.0018244653,7.71518575816809E-005,0.0042758988,9.03800824807813E-005,1.87451832577528E-005,0.0060650951,0.0037770891,0.0003568495,0.0001120036,0.0010638695,0.0001155509,3.2712596028491E-005,0.0001232531,0.0007721916
X40,9,investigation reuters case officials police comment allegations report information authorities office told state arrested alleged documents including year denied ,,NA,0.0021584743,0.0033255328,0.0054315211,0.0065797476,0.0053843112,0.004851772,0.0048284765,0.0024883867,0.0040104739,0.0061606546,0.00314588,0.0075139215,0.0056564264,0.0047526143,0.0030315443,0.0019420707,0.0052544681,0.0036731823,0.0041772264,0.0030818115,0.0040556618,0.0030868038,0.0023257879,0.0052095884,0.0038681229,0.0068129812,0.0101737476,0.0042045273,0.0012649003,0.0010111409,0.0063502536,0.0038022131,0.004901993,0.0067237606,0.0042219545,0.0017454439,0.0031133596,0.0096644275,0.0069972535,0.0093907011,0.0073004758,0.0035997519,0.004150689,0.0031628508,0.0046982046,0.0082718515,0.0063707803,0.0042055683,0.0055805801,0.0045203871,0.0039492896,0.007400479,0.0043432316,0.0039093674,0.0066866153,0.0051168278,0.0025763987,0.0034734272,0.0070182205,0.0033241513
X41,9,police boston suspect watertown friday massachusetts man officers area suspects night thursday officer car marathon house shot shooting bombing ,,NA,0.0128585968,0.0087555066,0.0029259653,0.0009295554,0.0005678047,0.003945705,0.0050315052,0.0126025082,0.0193436972,0.0186956978,0.0168497194,0.0128634475,0.0192192143,0.0159880172,0.019864852,0.0187974943,0.0130710607,0.0014640008,0.0016441311,0.0002400161,0.0011156135,0.0030780272,0.0022542579,0.0015757835,0.0022688544,0.0058375932,0.0064677426,0.0137375584,0.0085900283,0.0100278987,0.0008012026,0.0003178516,0.0001432357,0.0007084113,0.0018947172,0.0090483426,0.0099617056,0.0014890219,0.0006092028,0.0001773537,0.0007458167,0.0012286514,0.0019752259,0.007537669,0.0030113373,0.0040467123,0.0033938481,0.0068316777,0.0042063471,0.005964451,0.0088384748,0.0007500194,0.0013881921,0.0023480239,0.0026877251,0.0055366403,0.0049969424,0.0091352087,0.001228039,0.0018661545
X42,9,million movie film disney box office oz released unit studio warner corp distributed films weekend entertainment pictures croods jack ,,NA,0.0013470258,5.90488224721901E-005,0.0019399465,0.0010278427,0.0006746717,0.0014945174,0.0001392024,0.0002041288,3.74505757731354E-005,0.0003583206,0.0028477709,0.0004378324,0.003318972,0.0006167947,2.50826153268961E-005,6.69248693775225E-005,0.0004236036,0.0001093748,0.0008889921,0.0015672667,0.0001825615,0.0002117508,0.0013666645,0.0004414644,0.000960801,0.0026408109,0.0002036769,0.0051985817,2.8140937196809E-005,0.0005597443,0.0025649351,0.0061961624,0.0079872169,0.003711674,4.34648450890958E-005,0.0018314314,0.0152005479,0.0148931772,0.0044568461,0.001202393,0.0033818948,0.0010797635,7.02950967919889E-005,0.0019568406,6.23032579822025E-005,0.0099478148,0.0022478812,0.0084595884,0.0102666242,7.49064837109068E-005,8.9154933011947E-005,0.0065865367,0.0010323176,0.0006896666,0.004057697,0.0055655286,0.0011166858,0.0008943024,0.0006159653,0.0023127355
X43,9,muslim religious muslims violence christians christian people islamic islam religion church orthodox cathedral community coptic killed sectarian pakistan clashes ,,NA,0.0016762013,0.0001838408,0.0030911393,0.003791141,0.0046896668,0.0033702691,0.002602455,0.0007949212,0.0005127646,0.00532406,0.0043765129,0.0033983069,0.0032821021,0.0035463388,0.0007593888,0.001448259,0.0049962339,0.0025391165,0.0034402984,0.0031324755,0.0009970165,0.0011291794,0.000160937,0.0024658311,0.0009287416,0.0041425188,0.0032528797,0.0053775026,0.0015174786,0.0003687254,0.0039182382,0.0012486337,0.0021767928,0.0015722678,0.0013585927,0.0012433076,0.0003496976,0.0031113307,0.0011939808,0.0009877967,0.0006633173,0.0012427631,0.0006759524,0.0002141928,0.0009712347,0.0016093988,0.0021967271,0.0033927669,0.0016963953,0.0018855328,0.000300947,0.0042088507,0.0022857801,0.0024887458,0.0009244157,0.0015379367,0.0012683734,0.0014689625,0.0029082158,0.002312364
X44,9,security cyber attacks information computer government attack hacking agencies data internet agency intelligence service national threat access concerns companies ,,NA,0.003172623,0.0024697615,0.0002426318,0.0008327523,0.0004533757,1.47278759809061E-005,0.0006033503,0.001656918,0.003346341,0.000012268,1.29651273325749E-005,0.0029164389,1.06549135878379E-005,1.21927218771565E-005,0.0035752664,0.0012283591,1.43416929713408E-005,1.58771512854376E-005,0.000854523,1.70203556544759E-005,0.0002417775,1.52681875790887E-005,1.85427636508315E-005,0.0003931008,3.11184419162073E-005,1.4677563310694E-005,0.0002233709,0.0010302276,0.0043015046,1.23415594099417E-005,0.0006277284,0.0016638937,2.64898175661786E-005,1.68339239920398E-005,0.000426205,0.0040605211,0.0020675535,2.24811988423933E-005,2.91297559286426E-005,0.0005749986,0.000011691,0.0017821727,0.0051647402,0.0015477203,5.02994756900665E-005,1.9978440725567E-005,0.0053647923,4.73746298047461E-005,0.0001098035,0.0023618289,0.001775737,0.0007614494,0.0047343974,0.0046658471,0.0067810944,0.0023393484,0.0049018836,0.0015367298,0.0033734499,0.0014620636
X45,9,south africa mandela african hospital president johannesburg apartheid government ed anc nelson zuma lung treatment health rand year white ,,NA,0.0448619105,0.0558813843,0.000577732,2.46757091000629E-005,4.28780528219436E-005,6.42012601327602E-005,0.0001674729,0.0216429263,0.0236152624,2.81736540941297E-005,0.000175228,0.0002266241,0.0006121195,0.000163086,0.0240472797,0.0243917004,0.0007396408,0.0003106663,8.77264896257607E-005,0.0005017895,0.0015176385,0.000025911,0.0030018678,4.54496226419312E-005,0.000454742,0.0001434962,0.0001146615,0.0004926841,0.000021502,7.28137055986376E-005,2.05455371761582E-005,7.60308770592249E-005,0.0005123037,1.79662311590455E-005,0.0001005421,0.0001923758,0.0001434541,0.0002996714,2.71184409688267E-005,2.7453711341116E-005,2.7215666654827E-005,0.0002259061,0.000023107,2.95194490489778E-005,9.28725592818176E-005,3.39046113052798E-005,0.0002747756,2.38194284326359E-005,0.0019404667,0.0077769767,0.0070823707,0.0002538752,2.62938978084419E-005,3.75285639815524E-005,4.23682282732131E-005,8.87368078574897E-005,1.94943081779824E-005,7.37668692603651E-005,0.0004272277,5.461631748325E-005
